pot,region,pop,trt,geno,lab,alt_lab1,alt_lab2,vwc_adj,group,biomass_belowground,biomass_rhizome,biomass_aboveground,flwr_mass_final,flwr_mass_1.2,flwr_mass_4,flwr_mass_lifetime,did_flwr,flwr_color,flwr_count_1.2,flwr_len_1.2,flwr_avg_ind_len,flwr_avg_ind_mass,max_height,ht.91-130,ht.80-90,ht.70-79,ht.49-69,ht.38-48,ht.30-37,ht.20-29,ht.10-19,ht.1-9,avg_predawn_mpa_expt,avg_midday_mpa_expt,avg_predawn_mpa_drydown,avg_midday_mpa_drydown
86,Boulder,W,D,1,W01,W1D,DW1,11.69375,27,0.27,0.68,1.26,0,0,0.0393,0.0393,1,NA,0,0,NA,NA,53,44.02,33.5,34.2,25.4,6.5667,6.1,5.9,5.1,4.05,-0.5,-1.6,NA,NA
87,Boulder,W,D,2,W02,W2D,DW2,7.95,27,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.6,NA,NA,NA,NA,6.4,5.5,5.0667,5,3.9,NA,NA,NA,NA
88,Boulder,W,D,3,W03,W3D,DW3,7.88125,27,1.28,3.04,4.05,0,0.1934,0,0.1934,1,green,12,45.2,3.76667,18.45,52.3,51.72,50.85,49.2,50.8,44.3,36.85,30.4333,18.4,8.25,-4.5,-4.5,NA,NA
89,Boulder,W,D,4,W04,W4D,DW4,10.55625,27,0.84,0.99,2.56,0,0.0184,0.0215,0.0399,1,green,2,6.4,3.2,9.83333,56.5,52.3,50.2,50.2,50.8,31.6667,18.3,10.6667,6.9,4.2,NA,NA,-0.22,-1.48
90,Boulder,W,D,5,W05,W5D,DW5,8.4125,27,0.23,tr,tr,tr,0.2618,0.0654,0.3272,1,green,17,54.7,3.21765,21.32632,57.6,55.12,53.95,53.4,54.61,51.7333,32.6,25.6333,14.6,5.45,NA,NA,NA,NA
91,Boulder,W,D,6,W06,W6D,DW6,10.35,27,0.23,1.9,2.21,0,0.0452,0.1398,0.185,1,green,1,3.4,3.4,22.6,57.7,47.64,41.05,40.3,40.64,22.3333,17.8,16.2,10.8333,5.25,-1.5,-1.7,NA,NA
92,Boulder,W,D,7,W07,W7D,DW7,8.735714286,27,0.75,2.06,3.17,0,0.1671,0.0678,0.2349,1,green,7,23.2,3.31429,29.4875,57.2,54.94,53.9,53.9,52.705,38.2333,41.5,33.4333,21.0667,8.5,NA,NA,-0.39,-1.84
93,Boulder,W,D,8,W08,W8D,DW8,10.95,27,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6,NA,NA,NA,NA,6,6,5.9667,5.3333,4.45,NA,NA,NA,NA
94,Boulder,W,D,9,W09,W9D,DW9,11.0625,27,0.64,1.26,2.26,0,0,0.1659,0.1659,1,NA,0,0,NA,NA,73.4,72.86,72.3,65.1,33.02,19.7667,7.75,6.2,5.3333,4.35,-3.4,-2.15,NA,NA
95,Boulder,W,D,10,W10,W10D,DW10,8.541666667,27,0.8,1.61,2.74,0,0.1038,0,0.1038,1,green,7,28.2,4.02857,18.14444,54,52.36,52.9,52.2,51.435,51.6333,41.65,28.3,15.3333,7.1,-6.5,-5.7,NA,NA
96,Boulder,W,D,11,W11,W11D,DW11,7.46875,27,tr,tr,tr,tr,0.3161,0,0.3161,1,green,13,53.9,4.14615,30.59333,50.8,43.54,47.05,50.8,50.165,44.1333,37.35,31.5667,22.5333,8.3,NA,NA,NA,NA
97,Boulder,W,D,12,W12,W12D,DW12,8.6,27,1.15,1.77,3.69,0,0.1587,0.0606,0.2193,1,green,6,19.5,3.25,35.58571,68,67.88,67.4,67.9,64.77,52.7667,35.7,28.6333,13,3.95,-6.5,-7,NA,NA
98,Boulder,W,D,13,W13,W13D,DW13,7.621428571,27,tr,tr,tr,tr,0.241,0,0.241,1,green,12,41.4,3.45,26.21538,73.66,70.78,72.85,73.5,73.66,59.4,36.1,26.2,14.8333,6.7,NA,NA,NA,NA
99,Boulder,W,D,14,W14,W14D,DW14,13.02,27,0.21,1,1.45,0,0,0.0771,0.0771,1,NA,0,0,NA,NA,57.1,49.64,39.45,31.5,17.78,11.4,11.2,11.1333,10.3,6.45,-0.35,-1.4,NA,NA
100,Boulder,W,D,15,W15,W15D,DW15,6.778571429,27,tr,tr,tr,tr,0.2782,0.0388,0.317,1,green,27,78.6,2.91111,14.18621,69,64.18,62.85,61.6,60.96,58.6667,38.25,27.1,16.1333,5.6,NA,NA,NA,NA
101,Boulder,W,D,16,W16,W16D,DW16,NA,27,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,6.2,6.1,6,5.8333,5.35,NA,NA,NA,NA
102,Boulder,W,D,17,W17,W17D,DW17,NA,27,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Boulder,BT,ND,1,BT01,BT1ND,NDBT1,27.12,6,2.22,2.18,4.25,0,0.2583,0.011,0.2693,1,green,12,43.2,3.6,19.71538,58.3,54.04,54.15,53.9,52.07,51.1667,33.65,24,12.9333,4.65,-2.85,-3,NA,NA
104,Boulder,BT,ND,2,BT02,BT2ND,NDBT2,26.88,6,1.88,1.78,4.57,0.0069,0.264,0.2186,0.4895,1,green,17,59.5,3.5,25.77368,63,60.14,57.05,56.5,57.15,49.6333,40.15,30.3667,19.0667,5.55,NA,NA,-0.31,-2.06
105,Boulder,BT,ND,3,BT03,BT3ND,NDBT3,29.01666667,6,2.51,1.75,6.44,0,0.1614,0.0547,0.2161,1,green,8,28.5,3.5625,22.72,61.4,60.42,60,60.9,59.055,59.6333,44.5,31.2,19.6667,6.8,NA,NA,NA,NA
106,Boulder,BT,ND,4,BT04,BT4ND,NDBT4,26.94,6,2.36,1.94,5.59,0.0072,0.2204,0.0222,0.2498,1,green,12,42.5,3.54167,25.77692,58,57.82,57.85,57.7,56.515,51.5333,31.1,20.8667,11.5,3.4,NA,NA,NA,NA
107,Boulder,BT,ND,5,BT05,BT5ND,NDBT5,28.1,6,0.96,1.96,4.05,0,0.2525,0,0.2525,1,green,15,57,3.8,14.54118,65.2,64.2,64.5,64.4,62.865,47.4667,31.15,20.3333,11.7,4.65,-3.1,-3,NA,NA
108,Boulder,BT,ND,6,BT06,BT6ND,NDBT6,28.57,6,1.11,1.31,3.17,0,0.0373,0.0117,0.049,1,green,1,4.6,4.6,18.65,75.6,75.12,74.8,73.5,71.12,57.4,39.25,22.7667,9.7667,3.75,-4.2,-4.55,NA,NA
109,Boulder,BT,ND,7,BT07,BT7ND,NDBT7,28.32,6,1.16,1.26,2.7,0.0299,0.1052,0.0687,0.2038,1,green,8,26.2,3.275,11.4,60.1,58.68,58.3,58,59.69,45.7,27,23.2333,11.9,4,-2.05,-2.1,NA,NA
110,Boulder,BT,ND,8,BT08,BT8ND,NDBT8,27.5,6,1.92,2.02,5.57,0,0.2049,0.0765,0.2814,1,green,11,34.7,3.15455,18.825,71.6,70.625,69.8,68.4,67.945,62.9667,43.4,27.5,14.0333,7.55,NA,NA,NA,NA
111,Boulder,BT,ND,9,BT09,BT9ND,NDBT9,29.03333333,6,1.13,1.16,3.74,0.0226,0.0984,0.1316,0.2526,1,green,6,22.8,3.8,13.3875,63.5,62.88,62.35,62.8,63.5,45.5,48.05,30.1333,19,5.35,NA,NA,NA,NA
112,Boulder,BT,ND,10,BT10,BT10ND,NDBT10,29.71666667,6,0.66,0.71,0.96,0,0,0,0,0,NA,0,0,NA,NA,49,40.02,26.75,22.2,22.86,5.6667,3.4,3.3333,3,2.8,-0.65,-1.65,NA,NA
113,Boulder,BT,ND,11,BT11,BT11ND,NDBT11,28.1875,6,0.95,0.93,2.29,0.0364,0.0252,0.0364,0.098,1,green,2,5.2,2.6,7.93333,59.1,51.68,47.9,47.9,51.435,54.4333,39.05,25.6667,12.2333,4.35,NA,NA,NA,NA
114,Boulder,BT,ND,12,BT12,BT12ND,NDBT12,29.2,6,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,7.6,7.18,7.25,7.4,6.35,7.1333,6.5,6.1667,5.4333,3.45,NA,NA,NA,NA
115,Boulder,BT,ND,13,BT13,BT13ND,NDBT13,28.95,6,1.63,2.24,3.84,0,0.1775,0,0.1775,1,green,15,44.2,2.94667,11.76471,56.515,48.82,51.45,55.6,56.515,47.6667,46.1,38.1667,20.5667,5.9,-1.85,-2.2,NA,NA
116,Boulder,BT,ND,14,BT14,BT14ND,NDBT14,27.5,6,0.8,0.78,2.14,0,0,0,0,0,NA,0,0,NA,NA,46.9,42.6,40.2,40,33.02,21.7,9.2,7.6667,6.9667,3.4,-0.95,-1.95,NA,NA
117,Boulder,BT,ND,15,BT15,BT15ND,NDBT15,28.9375,6,1.7,2.09,4.45,0,0.2392,0,0.2392,1,green,15,45.1,3.00667,19.57647,68.4,67.58,68,68,67.945,55.3,38.9,29.3,16.4667,4.65,NA,NA,-0.28,-1.08
118,Boulder,BT,ND,16,BT16,BT16ND,NDBT16,28.075,6,1.32,1.78,3.77,0,0.1864,0,0.1864,1,purple,9,25.5,2.83333,21.87,62.9,61.88,62,61.4,59.69,48.4667,32.35,24.9,11.0333,3.7,NA,NA,NA,NA
119,Boulder,BT,ND,17,BT17,BT17ND,NDBT17,27.98333333,6,2.01,2.12,3.87,0.0055,0.2309,0.0157,0.2521,1,green,14,46.8,3.34286,17.32,70.3,69.28,69.5,69.4,69.85,46.9333,28.5,17.5333,10.6667,4.05,NA,NA,-0.27,-1.35
120,Boulder,BT,D,1,BT01,BT1D,DBT1,8.788888889,5,0.67,1.54,2.79,0.0406,0.0727,0.1058,0.2191,1,green,4,12.9,3.225,17.54,43.8,43.5,42.9,42.2,43.18,25.4333,19.8,15.7,6.6333,2.85,-3.45,-3.45,NA,NA
121,Boulder,BT,D,2,BT02,BT2D,DBT2,7.775,5,tr,tr,tr,tr,0.1029,0.1031,0.206,1,green,6,23.2,3.86667,12.4875,53.34,49.94,52.45,51.8,53.34,44.5667,31.75,23.5667,13,4.2,NA,NA,-1.11,-0.77
122,Boulder,BT,D,3,BT03,BT3D,DBT3,7.2875,5,0.99,1.57,3.94,0,0.1939,0.0325,0.2264,1,green,10,34.2,3.42,21.41667,57.785,45.2,47.15,47.5,57.785,55.1,39.1,32.9333,19.0333,6.05,NA,NA,NA,NA
123,Boulder,BT,D,4,BT04,BT4D,DBT4,8.50625,5,tr,tr,tr,tr,0.0761,0.0299,0.106,1,green,8,19.4,2.425,10.68,41.2,40.68,40.5,32.2,40.64,39.4,29.8,23.0333,13.1333,5.8,NA,NA,NA,NA
124,Boulder,BT,D,5,BT05,BT5D,DBT5,10.55625,5,0.37,0.6,1.96,0,0.0431,0.0521,0.0952,1,green,2,6.4,3.2,20.43333,42.7,35.98,28,20,20.32,39.4667,24.85,13.4,6.8333,6.15,-2.1,-2.75,NA,NA
125,Boulder,BT,D,6,BT06,BT6D,DBT6,6.891666667,5,1.15,1.45,4.07,0,0.1394,0,0.1394,1,green,10,31.5,3.15,16.7,67.8,67.4,67.1,67.5,67.31,60.2,48.55,38.9667,20.8,5.55,-3.85,-6.5,NA,NA
126,Boulder,BT,D,7,BT07,BT7D,DBT7,7.7625,5,1.12,1.2,3.65,0.0066,0.0255,0.016,0.0481,1,green,2,5.6,2.8,8.4,57.9,56.56,57.1,57.3,57.15,40.1,35,25.8,14.7667,5.6,-5.45,-6.05,NA,NA
127,Boulder,BT,D,8,BT08,BT8D,DBT8,6.608333333,5,1.07,1.48,4.2,0,0.1551,0.0183,0.1734,1,green,12,38.2,3.18333,11.53077,62,61.6,61.8,61.4,60.96,55.7667,41.4,30.1,14.5667,4.85,NA,NA,NA,NA
128,Boulder,BT,D,9,BT09,BT9D,DBT9,8.114285714,5,0.75,1.86,3.66,0.0174,0.1504,0.0935,0.2613,1,green,10,33.2,3.32,12.15,59.2,58.3,57.9,57.9,57.15,45.8667,29.25,22.0667,13.5,4.6,NA,NA,NA,NA
129,Boulder,BT,D,10,BT10,BT10D,DBT10,11.56,5,0.69,1.1,1.87,0,0.0256,0,0.0256,1,green,3,7.4,2.46667,5.825,51.435,50.4,49.65,49.1,51.435,39.7,26.7,14.9667,8.8333,4.35,-2.65,-2.8,NA,NA
130,Boulder,BT,D,11,BT11,BT11D,DBT11,14.2,5,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,7.5,NA,NA,NA,NA,5.3,4.9,4.9,4.8,5.75,NA,NA,NA,NA
131,Boulder,BT,D,12,BT12,BT12D,DBT12,11.45,5,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,4.7,NA,NA,NA,NA,3.7,3.6,3.6,3.5667,4,NA,NA,NA,NA
132,Boulder,BT,D,13,BT13,BT13D,DBT13,8.307142857,5,0.97,1.88,3.48,0,0.1706,0.0285,0.1991,1,green,14,34.8,2.48571,11.1375,59.6,59.6,59.5,59.2,58.42,43.7,40.25,23.7333,9.2333,3.15,-3.75,-7,NA,NA
133,Boulder,BT,D,14,BT14,BT14D,DBT14,12.16666667,5,0.4,0.33,1.48,0.025,0,0.025,0.05,1,NA,0,0,NA,NA,50.1,44.48,34.95,29.7,26.67,8.6667,4.4,4.4,4.2667,3.25,-2.5,-6.5,NA,NA
134,Boulder,BT,D,15,BT15,BT15D,DBT15,8.442857143,5,tr,tr,tr,tr,0.1148,0,0.1148,1,green,9,28.3,3.14444,10.07273,71.755,68.96,68.45,68.1,71.755,67.8333,37.75,30.8333,16.7,5,NA,NA,-0.56,-1.96
135,Boulder,BT,D,16,BT16,BT16D,DBT16,11.3,5,tr,tr,tr,tr,0.0309,0.0823,0.1132,1,purple,2,5.4,2.7,9.86667,64,54,42.5,42.4,43.815,29.1667,17.75,11.5667,5.0333,3.25,NA,NA,NA,NA
136,Boulder,BT,D,17,BT17,BT17D,DBT17,8.1,5,1.16,1.73,3.18,0,0.1348,0.032,0.1668,1,green,9,28.9,3.21111,11.90909,56.7,55.7,56.55,56.4,55.88,40.7333,38.15,22.9333,10.8333,5.85,NA,NA,-0.3,-2.02
137,Boulder,DM,ND,1,DM01,DM1ND,NDDM1,28.11,12,0.6,0.98,2.13,0.0459,0.0997,0.1551,0.3007,1,green,8,19.9,2.4875,13.22222,48.5,48.5,48.4,48,48.26,34.0333,22.35,12.9667,8.2,7.8,-0.8,-1.5,NA,NA
138,Boulder,DM,ND,2,DM02,DM2ND,NDDM2,27.88,12,1.65,2,3.49,0,0,0.0305,0.0305,1,NA,0,0,NA,NA,56.1,53.96,54.85,55.5,54.61,45.7,31.35,22.9667,12.0667,3.3,NA,NA,-0.45,-1.51
139,Boulder,DM,ND,3,DM03,DM3ND,NDDM3,28.27,12,0.06,0.36,0.08,0,0.0042,0.0205,0.0247,1,green,1,1.4,1.4,2.1,21.6,17.48,11.35,7.8,3.81,6.3333,4.5,4.4333,4.1333,2.65,NA,NA,NA,NA
140,Boulder,DM,ND,4,DM04,DM4ND,NDDM4,30.075,12,1.07,1.27,2.47,0.0199,0.2078,0.0469,0.2746,1,green,8,26.1,3.2625,25.12,65.7,62.76,65.7,64.4,64.77,55.3667,38.65,25.5,12.8667,3.7,-0.3,-1.75,NA,NA
141,Boulder,DM,ND,5,DM05,DM5ND,NDDM5,27.4875,12,1.28,1.97,2.66,0,0.0861,0.0131,0.0992,1,green,8,24.6,3.075,10.81111,62.6,62.3,61.8,59,60.96,49.1333,33.95,28.1,13.8,4.05,-2.6,-1.65,NA,NA
142,Boulder,DM,ND,6,DM06,DM6ND,NDDM6,27.38,12,1.03,1.89,2.98,0,0.0408,0,0.0408,1,green,2,6.7,3.35,13.53333,42.1,35.44,41.2,40.3,41.275,34.7333,24.4,17.8333,13.1667,4.55,NA,NA,NA,NA
143,Boulder,DM,ND,7,DM07,DM7ND,NDDM7,27.4125,12,1.17,2.01,4.38,0,0.0874,0.0909,0.1783,1,green,7,26.6,3.8,11.75,66.04,65,65,64.8,66.04,45.0667,29.45,20.2333,12.2333,4,NA,NA,NA,NA
144,Boulder,DM,ND,8,DM08,DM8ND,NDDM8,28,12,1.28,1.49,2.7,0,0.1013,0.1228,0.2241,1,green,5,19.4,3.88,21.05,75.7,74.72,74.95,75.6,73.66,58.8333,40.45,25.5667,10.8333,4.85,NA,NA,NA,NA
145,Boulder,DM,ND,9,DM09,DM9ND,NDDM9,25.86666667,12,1.91,1.84,2.85,0,0,0.0075,0.0075,1,NA,0,0,NA,NA,60.96,57.64,59.35,59.9,60.96,48.5,34.55,24.8,11.5667,4.35,NA,NA,NA,NA
146,Boulder,DM,ND,10,DM10,DM10ND,NDDM10,27.25,12,1.76,2.07,3.52,0,0.0068,0,0.0068,1,green,1,4,4,3.4,59.8,59.62,59.15,59.3,59.69,46.9333,33.65,22.3,12.1333,5.25,-2.3,-2.3,NA,NA
147,Boulder,DM,ND,11,DM11,DM11ND,NDDM11,27.55,12,1.02,1.84,3.15,0,0.1576,0.0866,0.2442,1,green,12,34.6,2.88333,16.13571,54.2,45.52,50.05,53.7,53.34,52.4667,33.1,21.2333,11,4.45,NA,NA,-2.29,-0.53
148,Boulder,DM,ND,12,DM12,DM12ND,NDDM12,27.675,12,0.76,0.7,2.53,0.0247,0,0.0805,0.1052,1,NA,0,0,NA,NA,62.5,57.3,55.85,56.1,50.8,38.0333,24.35,15.0667,6.1333,3.75,-0.25,-1.35,NA,NA
149,Boulder,DM,ND,13,DM13,DM13ND,NDDM13,27,12,1.15,0.95,1.92,0,0.0961,0.1557,0.2518,1,green,4,14.6,3.65,21.24,61.4,56.76,61.2,61,60.96,43.8667,25.25,17.4,8.1333,3.05,NA,NA,NA,NA
150,Boulder,DM,ND,14,DM14,DM14ND,NDDM14,27.66666667,12,0.69,0.88,1.67,0,0,0.1467,0.1467,1,NA,0,0,NA,NA,58.5,48.96,33.35,26.1,22.86,6.3,4.55,4.5,4.2667,3.1,NA,NA,NA,NA
151,Boulder,DM,ND,15,DM15,DM15ND,NDDM15,27.38333333,12,2.11,1.99,2.75,0,0.0492,0.0098,0.059,1,green,5,17.5,3.5,9.03333,58.42,51.02,51.7,51.1,58.42,45.4,27.2,14.2667,7.2667,3.15,NA,NA,-0.21,-0.53
152,Boulder,DM,ND,16,DM16,DM16ND,NDDM16,26.66666667,12,1.08,0.88,2.6,0.0486,0.0966,0.1033,0.2485,1,green,5,15.9,3.18,15.98571,57.785,56.96,56.25,55.8,57.785,48.9,35.9,26.5,13.3667,5.1,-0.5,-1.2,NA,NA
153,Boulder,DM,ND,17,DM17,DM17ND,NDDM17,25.98333333,12,1.64,1.38,3.69,0,0.129,0.0151,0.1441,1,green,7,23.9,3.41429,24.9875,71.9,71.5,69.9,71.2,68.58,51.6333,36,21.7333,10.7333,3.95,-0.55,-1.9,NA,NA
154,Boulder,DM,D,1,DM01,DM1D,DDM1,10.63333333,11,0.13,0.34,1.36,0.0986,0.049,0.0986,0.2462,1,green,2,5.4,2.7,15.8,50.4,50.2,50.4,49.6,50.165,32.2,19.3,13.4,7.8667,4.1,-0.35,-1.75,NA,NA
155,Boulder,DM,D,2,DM02,DM2D,DDM2,7.433333333,11,tr,tr,tr,tr,0.2373,0.0343,0.2716,1,green,13,43.9,3.37692,24.75333,50.8,50.12,49.25,49.2,50.165,44.2333,33.6,28,15.2667,6,NA,NA,-0.83,-2.21
156,Boulder,DM,D,3,DM03,DM3D,DDM3,13.25,11,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,20.955,NA,NA,NA,20.955,15.2,12.8,6.2,4.2333,2.4,NA,NA,NA,NA
157,Boulder,DM,D,4,DM04,DM4D,DDM4,7.8125,11,0.77,1.26,3.62,0.025,0.27,0.0885,0.3835,1,green,12,41.1,3.425,26.17143,63.5,62.9,62,63,62.865,54.2667,33.4,25.7,14.3,6.7,-2.6,-2.75,NA,NA
158,Boulder,DM,D,5,DM05,DM5D,DDM5,9.335714286,11,0.78,1.28,2.46,0,0.0208,0.0126,0.0334,1,green,3,8.4,2.8,5,52,43.34,45.1,51.2,51.435,32.0333,19.65,13.5667,8.3333,3.75,-4.5,-4.5,NA,NA
159,Boulder,DM,D,6,DM06,DM6D,DDM6,11.31428571,11,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,11.3,9.16,10.9,10.9,10.795,10.5333,10.25,9.3,6.8333,4,NA,NA,NA,NA
160,Boulder,DM,D,7,DM07,DM7D,DDM7,7.7,11,1.15,1.98,3.67,0,0.1209,0.0063,0.1272,1,green,9,29.7,3.3,11.87,63.4,62.58,61.9,61.3,54.61,45.5,41.25,30.5,13.6333,4.55,NA,NA,NA,NA
161,Boulder,DM,D,8,DM08,DM8D,DDM8,7.71875,11,0.72,1.42,3.75,0,0.1605,0.2844,0.4449,1,green,8,31.8,3.975,17.44444,83,81.64,81.2,61.9,81.28,55.9667,34.95,26.2,12.2667,3.3,NA,NA,NA,NA
162,Boulder,DM,D,9,DM09,DM9D,DDM9,8.966666667,11,0.68,1.07,2.88,0,0,0.0547,0.0547,1,NA,0,0,NA,NA,52.7,51.55,52.1,52.1,52.07,40.5667,26.3,16.5667,9,4.9,NA,NA,NA,NA
163,Boulder,DM,D,10,DM10,DM10D,DDM10,7.175,11,0.95,1.27,2.5,0,0.1282,0,0.1282,1,green,10,33.4,3.03636,10.47692,49.5,47.92,49.1,49,46.99,37.0333,24.3,17.7667,8.7333,3.55,-3.1,-2.8,NA,NA
164,Boulder,DM,D,11,DM11,DM11D,DDM11,8.5125,11,tr,tr,tr,tr,0.1247,0,0.1247,1,green,8,24.5,3.0625,13.33,49.53,46.22,47.2,49.3,49.53,37.4667,31.25,22.3,13.1,5.35,NA,NA,-0.29,-0.53
165,Boulder,DM,D,12,DM12,DM12D,DDM12,8.216666667,11,0.53,1,2.42,0.0473,0,0.1198,0.1671,1,NA,0,0,NA,NA,56.7,50.46,52.35,56.6,55.245,49.9,32.65,23.6667,11.2333,3.8,-1.4,-2.4,NA,NA
166,Boulder,DM,D,13,DM13,DM13D,DDM13,7.735714286,11,tr,tr,tr,tr,0.1374,0.0937,0.2311,1,green,8,27.8,3.475,17.81111,55.245,NA,NA,NA,55.245,NA,NA,NA,NA,3.7,NA,NA,NA,NA
167,Boulder,DM,D,14,DM14,DM14D,DDM14,7.35,11,tr,tr,tr,tr,0.1876,0,0.1876,1,green,17,45.4,2.67059,13.45,55.88,54.65,54.6,54.6,55.88,38.4333,23.05,19.0667,13.8667,4.45,NA,NA,NA,NA
168,Boulder,DM,D,15,DM15,DM15D,DDM15,7.3,11,1.4,1.74,3.3,0,0.0148,0,0.0148,1,green,1,4.4,4.4,7.4,55.9,53.4667,53,55.9,46.99,46.1,32.3,25.4667,13.1667,4,NA,NA,-0.34,-0.75
169,Boulder,DM,D,16,DM16,DM16D,DDM16,7.966666667,11,0.61,1.23,3.05,0.0928,0.1232,0.1243,0.3403,1,green,7,20.8,2.97143,14.85556,59.8,59.74,59.5,59.4,58.42,36.4,22.25,13.1,5.8667,2.85,-2.7,-1.75,NA,NA
